stat_id,player_id,date_of_game,stadium_name,rush_yards,num_rushes,rec_yards,num_receptions,points,snaps_played
2687,9362,2022-07-15,Shannon-Hancock Stadium,30,26,108,1,0,2
2688,6890,2025-07-01,"Howell, Trevino and Davis Stadium",-1,15,115,14,7,41
2689,7144,2025-06-28,Myers Ltd Stadium,12,20,169,3,24,13
2690,4992,2023-12-20,"Prince, Anderson and Harmon Stadium",34,15,86,6,21,29
2691,5832,2025-11-26,Myers LLC Stadium,113,10,78,2,14,8
2692,33,2021-10-28,Johnson-Wagner Stadium,28,4,30,0,28,24
2693,2161,2024-07-15,"Davis, Choi and Pierce Stadium",98,6,107,6,12,33
2694,6485,2025-05-08,"Ramirez, Mcintosh and Patel Stadium",63,15,145,7,21,18
2695,8590,2022-12-09,Jenkins Group Stadium,40,28,199,14,28,46
2696,9899,2025-07-26,Anderson-Phillips Stadium,78,0,117,9,14,35
2697,8109,2025-08-19,Atkins PLC Stadium,9,14,11,2,28,28
2698,1447,2023-07-16,Rodriguez-Dyer Stadium,100,28,150,9,12,51
2699,7771,2020-01-25,Fletcher-Gallegos Stadium,65,29,185,0,14,46
2700,1501,2020-11-06,Higgins Ltd Stadium,63,22,13,4,17,9
2701,6554,2025-08-22,"Dunlap, Ray and Ryan Stadium",137,4,148,12,12,22
2702,4363,2025-07-16,Fisher-Davidson Stadium,52,27,192,6,24,43
2703,7676,2024-09-21,Newman LLC Stadium,93,7,170,11,7,74
2704,1696,2022-04-07,Mclaughlin-Lane Stadium,46,14,30,0,7,32
2705,7125,2022-08-06,Rice-Steele Stadium,116,29,144,10,3,31
2706,3893,2023-10-12,Baird LLC Stadium,106,21,164,8,17,38
2707,1377,2021-04-24,Keller Inc Stadium,94,12,183,9,17,51
2708,1049,2025-03-09,"Carter, Stewart and Wilson Stadium",48,21,180,7,21,15
2709,6126,2020-05-18,Gray Inc Stadium,15,15,1,0,18,13
2710,6376,2021-10-09,Ortiz-Rose Stadium,42,0,176,6,12,9
2711,3400,2023-07-22,"Kelly, Robinson and Jimenez Stadium",75,14,27,2,21,10
2712,1759,2025-09-14,Mclaughlin-Bolton Stadium,22,7,63,11,17,55
2713,8287,2022-11-24,Shelton-Mathis Stadium,139,18,194,13,28,73
2714,9010,2025-12-26,Castillo-Williams Stadium,147,20,129,14,18,43
2715,921,2022-08-17,Wallace Group Stadium,116,20,2,12,7,37
2716,5337,2022-01-21,"Lee, Conrad and Reyes Stadium",70,30,10,11,17,16
2717,6913,2023-02-01,Soto-Price Stadium,108,5,134,13,0,71
2718,526,2024-01-17,Riley-Carter Stadium,123,11,177,8,7,71
2719,5077,2020-07-07,Murphy Group Stadium,115,15,15,8,0,26
2720,2810,2023-10-29,"Davis, Pham and Hughes Stadium",101,15,111,12,14,19
2721,9195,2025-01-14,Norton Inc Stadium,121,21,120,2,21,12
2722,4229,2025-06-26,George-Castaneda Stadium,30,6,175,13,17,68
2723,9197,2021-03-03,Hansen-Alvarez Stadium,17,20,86,5,14,14
2724,9005,2022-01-04,Keller-Lee Stadium,70,2,188,8,3,3
2725,6169,2026-02-23,Moore-Nguyen Stadium,65,25,7,5,3,78
2726,5944,2025-09-22,Mendoza LLC Stadium,43,10,107,6,14,13
2727,3877,2024-05-25,Bender-Sawyer Stadium,100,24,129,11,28,33
2728,6135,2025-10-31,Wallace and Sons Stadium,129,10,48,6,18,46
2729,5903,2024-11-10,"Sanders, Rodriguez and Payne Stadium",68,14,95,4,6,9
2730,607,2023-01-30,Nash and Sons Stadium,31,21,135,12,0,62
2731,2349,2022-05-14,Dawson-Watson Stadium,28,22,169,3,12,78
2732,896,2022-11-22,"Hayes, Calderon and Rodriguez Stadium",31,12,42,15,0,68
2733,4928,2024-10-23,Turner Group Stadium,21,9,115,5,17,31
2734,9471,2020-04-20,Rivera-Armstrong Stadium,45,18,157,0,14,42
2735,9174,2021-03-16,Thomas Ltd Stadium,37,0,51,7,28,15
2736,7677,2021-06-27,"Curtis, Johnson and Hart Stadium",12,29,70,3,6,79
2737,1539,2025-11-06,Johnson Ltd Stadium,137,0,92,4,0,7
2738,983,2023-11-22,Lewis LLC Stadium,101,30,30,9,28,62
2739,2044,2024-05-13,Shepherd-Rowe Stadium,139,9,37,7,24,77
2740,9261,2022-05-02,"Bennett, Cantu and Gordon Stadium",47,21,102,13,0,60
2741,943,2022-03-27,Gomez Ltd Stadium,81,11,14,14,0,56
2742,1641,2023-05-25,Morgan Group Stadium,107,9,19,0,28,75
2743,3865,2022-04-29,Molina LLC Stadium,91,18,124,14,24,4
2744,8627,2020-03-08,"Rice, Mullen and Perkins Stadium",113,15,58,7,17,21
2745,4235,2024-09-13,Morris-Bryant Stadium,101,7,46,7,7,29
2746,4506,2021-05-23,Taylor PLC Stadium,45,11,197,6,18,46
2747,6634,2022-03-12,Smith-Fuller Stadium,52,23,200,0,21,21
2748,9215,2022-08-25,Stevenson-Hernandez Stadium,22,7,120,5,7,34
2749,6944,2023-08-14,"Butler, Smith and Johnson Stadium",-5,23,177,14,14,1
2750,7078,2021-04-18,"Martinez, Woods and Smith Stadium",94,8,7,10,12,11
2751,3967,2021-02-24,Watson-Stevenson Stadium,100,22,123,3,28,46
2752,853,2023-12-28,Simpson PLC Stadium,103,24,12,5,7,73
2753,2384,2024-05-28,Thomas-Woods Stadium,48,4,70,7,14,30
2754,3676,2024-01-15,Turner-Cline Stadium,50,1,161,9,3,47
2755,3650,2021-03-27,Grant-Aguilar Stadium,79,19,115,9,7,46
2756,7588,2021-12-22,Gonzalez PLC Stadium,145,9,153,1,7,48
2757,1615,2024-06-13,Anderson-Jackson Stadium,86,9,103,2,14,21
2758,1037,2022-08-29,Cox-Cuevas Stadium,92,0,135,5,12,6
2759,1397,2024-03-19,"Nelson, Powell and Mcdonald Stadium",56,8,13,13,18,65
2760,9096,2024-10-11,Clark-Robinson Stadium,44,3,70,14,18,64
2761,2001,2021-08-28,"Garrison, Ibarra and Kim Stadium",146,13,68,1,0,43
2762,3616,2022-04-08,Davis Group Stadium,9,8,188,6,21,52
2763,1103,2025-03-04,Baker-Ross Stadium,18,10,79,5,28,43
2764,6954,2021-04-29,"Miller, Smith and Allen Stadium",113,5,183,7,14,8
2765,3018,2024-11-18,"Thornton, Butler and Coleman Stadium",45,5,14,2,12,40
2766,5285,2024-09-09,Delacruz-Torres Stadium,11,2,184,0,24,9
2767,5215,2022-10-06,"Peterson, Rodriguez and Aguilar Stadium",5,16,189,5,3,20
2768,6966,2020-01-09,Ross-Stanley Stadium,111,15,160,8,18,69
2769,8334,2023-08-16,"Allen, Kim and Sutton Stadium",123,2,170,8,17,6
2770,1651,2023-10-25,Hayes-Harper Stadium,31,1,168,15,7,37
2771,160,2020-08-18,Sampson-Cordova Stadium,71,3,24,10,21,46
2772,7573,2023-02-20,Miles-Smith Stadium,65,7,83,9,0,26
2773,1361,2021-03-26,"Garcia, Mcgee and Garcia Stadium",126,10,198,8,28,64
2774,7180,2023-06-13,Walter-Herman Stadium,128,10,99,11,17,66
2775,901,2023-02-10,Graham PLC Stadium,148,1,56,1,17,57
2776,2251,2021-02-05,Brooks Inc Stadium,90,0,193,15,24,79
2777,9645,2020-02-08,Mathis-Hunter Stadium,3,12,164,9,12,38
2778,1274,2020-05-24,Hubbard-Adams Stadium,30,20,69,6,17,43
2779,105,2022-03-14,Harris-Howard Stadium,141,19,171,8,12,47
2780,6552,2024-01-20,Lewis and Sons Stadium,110,19,57,11,12,75
2781,6447,2023-02-22,Gonzales Ltd Stadium,114,16,161,10,18,53
2782,1272,2024-10-28,Gutierrez Group Stadium,19,4,137,12,12,56
2783,5311,2022-09-23,Walter-Carney Stadium,107,3,183,4,6,60
2784,8009,2021-01-18,Price LLC Stadium,46,7,62,7,18,42
2785,6190,2024-12-03,"Woodward, Ryan and White Stadium",38,16,9,13,12,66
2786,9896,2024-04-11,Green PLC Stadium,11,3,139,4,14,58
2787,8322,2025-02-05,Wood-Douglas Stadium,10,13,131,11,14,33
2788,8787,2023-01-07,"Perez, White and Riley Stadium",22,5,20,15,6,55
2789,9740,2021-12-08,Oliver-Huynh Stadium,131,27,64,9,24,26
2790,8979,2020-01-25,Cox-Hess Stadium,83,2,82,7,3,41
2791,2199,2024-04-20,Roberts Group Stadium,67,24,175,12,12,55
2792,6569,2023-10-24,"Logan, Cooper and Rivera Stadium",103,22,20,13,24,62
2793,8287,2022-06-24,"Mercer, Willis and Nguyen Stadium",133,15,152,14,7,72
2794,4368,2023-04-03,Murphy-Luna Stadium,105,0,41,12,3,26
2795,7959,2023-08-12,"Gonzalez, Rasmussen and Patel Stadium",109,24,158,5,0,65
2796,5468,2021-01-30,Harris-Baker Stadium,101,1,181,2,6,56
2797,6873,2022-07-20,Rose Group Stadium,149,3,51,9,0,32
2798,3120,2023-08-13,Burton Ltd Stadium,108,30,124,13,24,79
2799,4793,2022-12-12,"Duncan, Smith and Grant Stadium",68,22,82,11,28,34
2800,2833,2020-10-30,Williams-Lee Stadium,13,28,67,1,14,68
2801,478,2020-11-28,Moran LLC Stadium,43,16,191,8,21,59
2802,5852,2020-05-09,Freeman-Gilbert Stadium,-3,28,124,5,24,44
2803,4772,2024-02-06,"Bailey, Cannon and Brown Stadium",104,25,129,1,21,3
2804,9307,2023-11-28,"Paul, Alvarado and Kaiser Stadium",43,8,142,1,7,57
2805,140,2021-05-25,"Goodwin, Taylor and Gamble Stadium",128,2,82,3,0,32
2806,4253,2024-03-13,Jones-Brown Stadium,76,5,25,9,6,57
2807,8899,2022-10-15,"Diaz, Richmond and Robinson Stadium",127,26,79,9,14,7
2808,3777,2023-04-15,Thomas LLC Stadium,102,1,81,8,6,39
2809,8411,2024-10-23,"Wells, Johnson and Romero Stadium",-4,11,160,9,28,41
2810,4011,2026-02-14,Taylor and Sons Stadium,138,19,138,7,28,37
2811,386,2021-04-06,Baker-Curry Stadium,39,9,83,10,12,67
2812,9017,2025-05-14,Williams and Sons Stadium,62,15,99,15,0,69
2813,5537,2026-03-23,"Cisneros, Espinoza and Norman Stadium",46,24,106,12,18,79
2814,5185,2022-12-13,Smith Ltd Stadium,36,16,59,10,0,41
2815,4882,2025-06-10,"Palmer, Mitchell and Garcia Stadium",149,19,52,14,17,71
2816,889,2021-10-18,Jones-Douglas Stadium,143,5,192,6,0,50
2817,2451,2024-03-20,"Haney, Rosales and Perez Stadium",40,28,23,13,7,44
2818,9862,2025-03-26,"Jones, Todd and Lindsey Stadium",19,28,122,14,17,65
2819,6890,2025-02-23,"Jackson, Stewart and Dillon Stadium",46,21,146,9,21,23
2820,4765,2023-05-02,Powell-Norman Stadium,118,17,49,5,18,70
2821,2875,2020-03-28,Harmon PLC Stadium,27,22,177,12,7,34
2822,5063,2020-10-02,"Holmes, Alvarado and Ewing Stadium",57,15,100,10,17,74
2823,977,2024-08-10,"Wells, House and Kirby Stadium",126,7,105,3,17,25
2824,5366,2020-02-12,"Coleman, Bowers and Pitts Stadium",94,26,143,0,18,5
2825,5850,2020-05-27,Hall-Vaughan Stadium,26,21,195,1,28,69
2826,5141,2024-11-23,"Gutierrez, Quinn and Moore Stadium",122,24,28,13,21,62
2827,7247,2025-06-14,"Paul, Harvey and Gonzalez Stadium",90,28,46,1,12,44
2828,171,2025-07-23,"Parrish, Lewis and Snow Stadium",67,10,130,7,12,23
2829,1485,2025-11-06,Arnold-Anthony Stadium,10,0,56,1,18,31
2830,8033,2021-06-13,Ortega and Sons Stadium,72,6,97,4,18,61
2831,5307,2026-02-06,Roberts PLC Stadium,33,9,69,0,7,18
2832,2904,2024-02-29,Campbell LLC Stadium,74,29,79,13,6,57
2833,1128,2023-05-04,Fitzgerald-Simpson Stadium,15,0,172,2,28,26
2834,384,2023-01-11,Flores-Roberts Stadium,146,25,5,13,28,57
2835,8835,2023-04-21,Barrett PLC Stadium,59,15,83,5,7,6
2836,2868,2024-03-25,Pierce-Marsh Stadium,54,23,101,7,7,61
2837,92,2025-11-07,Travis Inc Stadium,17,20,176,2,7,16
2838,1753,2025-07-18,Strickland-Sanchez Stadium,20,24,177,3,21,19
2839,3460,2020-05-26,Ellis and Sons Stadium,7,12,160,13,7,69
2840,173,2024-08-01,Johnson-Cook Stadium,91,18,92,9,28,7
2841,8649,2020-10-30,Wallace-Murphy Stadium,125,13,28,7,14,7
2842,5878,2021-09-26,"Hernandez, King and Gross Stadium",50,10,74,9,24,35
2843,5820,2020-01-09,Murphy-Aguilar Stadium,83,28,198,13,14,61
2844,2718,2020-08-22,Sanchez-Smith Stadium,72,16,199,6,17,47
2845,6430,2024-12-31,Rangel LLC Stadium,89,20,48,2,28,23
2846,7870,2023-03-06,Green-Baker Stadium,107,2,161,15,14,80
2847,1132,2020-04-08,Carpenter-Navarro Stadium,46,14,64,13,12,20
2848,7825,2025-07-02,Cox Inc Stadium,114,10,79,4,28,67
2849,2979,2020-08-26,"Walker, Blake and Lee Stadium",26,7,62,4,0,1
2850,8993,2025-09-21,Romero-Davis Stadium,8,18,109,6,28,28
2851,7205,2026-04-18,Welch-Adams Stadium,124,0,169,2,3,26
2852,7928,2021-01-15,Heath-Rodriguez Stadium,32,18,17,0,18,66
2853,6479,2024-12-17,Cook-Adams Stadium,47,25,103,4,6,73
2854,1833,2021-11-04,Campbell Inc Stadium,-5,12,61,7,6,15
2855,5359,2021-07-01,Garcia Inc Stadium,74,1,193,8,3,55
2856,773,2021-07-25,"Daugherty, Romero and Hayes Stadium",85,23,121,4,21,80
2857,40,2020-03-26,"Cruz, Ramos and Davidson Stadium",51,26,48,10,24,58
2858,4697,2021-11-13,"Wilson, Winters and Russell Stadium",128,5,0,3,28,5
2859,3683,2025-09-25,Johnson and Sons Stadium,94,23,70,13,7,28
2860,6039,2020-05-14,Keller Group Stadium,55,26,199,5,18,45
2861,7778,2025-09-29,"Ross, Nixon and Kidd Stadium",54,20,23,4,17,44
2862,226,2020-12-31,"Swanson, Snyder and Evans Stadium",11,29,124,13,14,73
2863,9034,2020-02-28,Sheppard-Williams Stadium,55,9,5,14,18,61
2864,4295,2023-02-17,Hughes-Barrett Stadium,40,2,74,7,6,5
2865,9636,2020-01-03,Conner Group Stadium,31,6,9,14,18,43
2866,1814,2025-12-15,Pruitt-Hansen Stadium,50,20,194,1,17,21
2867,252,2023-10-18,Frost LLC Stadium,89,13,200,12,14,62
2868,4367,2024-04-05,"Hull, Smith and Obrien Stadium",50,15,37,3,3,56
2869,8325,2025-03-07,Roberts-Beck Stadium,108,12,7,0,7,10
2870,8300,2022-12-09,Martin Ltd Stadium,4,12,165,0,21,80
2871,8520,2026-03-03,Anderson-Fernandez Stadium,130,8,73,8,14,68
2872,9764,2020-05-14,Wolfe-Barnes Stadium,55,9,135,0,14,60
2873,6646,2020-02-19,Moran-Davis Stadium,45,23,187,2,24,39
2874,592,2023-01-04,Wright LLC Stadium,74,26,35,8,6,39
2875,9827,2026-01-01,"Shepherd, Vasquez and Smith Stadium",104,11,190,0,14,2
2876,3999,2021-01-29,"Branch, Garcia and Hicks Stadium",21,14,182,3,24,17
2877,6058,2025-01-27,Blackburn-Willis Stadium,94,18,185,0,7,12
2878,5501,2021-02-13,Terry-Garcia Stadium,123,28,15,15,21,9
2879,1575,2024-03-14,Williams PLC Stadium,79,3,91,3,12,79
2880,9203,2026-01-14,Johnson-Collier Stadium,6,2,22,2,6,29
2881,4104,2021-06-02,"Munoz, Bass and Peterson Stadium",24,12,193,3,7,14
2882,1818,2020-03-26,"Morales, Avila and Barker Stadium",7,6,55,0,7,73
2883,6968,2024-07-03,Ramsey PLC Stadium,119,1,198,6,7,54
2884,513,2024-01-02,Wilson-May Stadium,43,15,116,2,21,12
2885,5413,2021-02-26,Mendoza and Sons Stadium,2,2,13,8,28,35
2886,5192,2020-06-18,Macias Group Stadium,140,18,72,10,28,22
2887,7807,2020-02-09,"Reeves, Ray and Lewis Stadium",51,18,83,10,21,67
2888,6157,2020-06-27,Carter-Baker Stadium,38,23,48,4,24,52
2889,6493,2020-11-03,Nelson-Moore Stadium,102,6,106,1,24,47
2890,951,2022-06-10,"Suarez, Munoz and Lee Stadium",119,17,112,9,7,80
2891,4329,2023-04-24,Griffin-Rose Stadium,19,8,35,13,21,43
2892,4530,2021-08-08,Harris-Carpenter Stadium,107,18,108,6,7,59
2893,3319,2021-03-14,"Carter, Moore and Garcia Stadium",141,14,112,13,24,63
2894,984,2024-11-14,Ramirez and Sons Stadium,101,8,155,15,17,46
2895,4553,2025-11-26,"Kennedy, Kerr and Hart Stadium",43,22,59,3,6,65
2896,2095,2023-10-06,"Sullivan, Thomas and Hunter Stadium",2,30,103,7,0,67
2897,1056,2022-07-31,"Burgess, Garcia and Thomas Stadium",31,9,83,1,21,34
2898,4357,2021-07-24,Decker LLC Stadium,149,23,14,13,0,47
2899,3570,2020-01-13,Johnson Ltd Stadium,5,23,129,10,21,3
2900,8581,2021-06-17,Mccarty-Ward Stadium,78,14,175,12,0,16
2901,8553,2025-06-22,Hunter-Murphy Stadium,26,21,167,11,3,42
2902,8613,2020-07-23,Salinas PLC Stadium,54,5,59,6,17,77
2903,1763,2025-03-05,Mendoza and Sons Stadium,6,26,49,3,28,36
2904,6982,2023-01-09,Parker-Wright Stadium,115,22,83,15,21,30
2905,412,2024-09-05,"Johnson, Watkins and Flores Stadium",83,7,19,1,28,9
2906,5960,2024-05-16,"Cooper, Jensen and Riggs Stadium",41,19,104,13,24,15
2907,8515,2021-02-01,"Phillips, Rubio and Pitts Stadium",63,25,174,14,7,52
2908,4097,2023-10-18,Crawford LLC Stadium,5,19,15,9,18,69
2909,286,2024-06-18,Rodriguez-Ellison Stadium,144,0,43,15,14,71
2910,94,2023-05-30,Case-Brown Stadium,88,0,185,2,3,69
2911,7007,2020-06-28,"Jones, Castro and Guerrero Stadium",51,5,185,1,12,40
2912,4991,2020-06-23,"Hopkins, Lee and Bridges Stadium",127,8,21,5,28,78
2913,6094,2020-11-27,"Martinez, Ochoa and Wright Stadium",103,15,24,3,14,10
2914,8174,2023-09-22,Jones Ltd Stadium,105,17,167,3,18,29
2915,5257,2021-03-25,Anthony LLC Stadium,43,13,67,12,21,56
2916,4596,2023-10-26,"Reyes, Williams and Ortiz Stadium",1,11,83,13,28,23
2917,6963,2023-12-28,"Henderson, Jackson and Lynch Stadium",9,25,92,1,14,80
2918,631,2020-06-04,Nguyen Inc Stadium,128,14,92,9,6,55
2919,5238,2021-11-04,"Baker, Flynn and Pena Stadium",125,16,115,0,24,22
2920,268,2024-01-13,Moore Group Stadium,108,4,39,4,18,65
2921,7070,2024-01-19,"Brown, Carrillo and Roberts Stadium",119,14,123,8,18,29
2922,8933,2026-02-21,Haas-Campbell Stadium,96,16,117,3,28,16
2923,9543,2025-08-29,Castillo and Sons Stadium,69,15,61,10,17,21
2924,9307,2021-11-15,"Bryant, Steele and Meyer Stadium",144,29,122,0,21,77
2925,8521,2025-10-28,Gill and Sons Stadium,70,10,59,6,6,16
2926,2938,2024-09-08,Ramirez and Sons Stadium,85,20,177,14,21,64
2927,384,2023-03-27,Rhodes LLC Stadium,91,4,6,0,12,19
2928,9228,2023-11-03,Mitchell-Carson Stadium,80,0,21,3,14,20
2929,9374,2022-11-14,Peters-Terry Stadium,37,4,70,8,3,40
2930,7142,2021-03-13,Irwin Ltd Stadium,147,28,188,7,24,78
2931,3282,2024-01-25,Bradley-Bush Stadium,29,20,91,9,18,4
2932,7490,2025-08-06,Payne LLC Stadium,133,27,110,7,18,44
2933,4786,2022-08-05,Miller Inc Stadium,125,6,182,14,17,50
2934,7077,2025-01-06,"Boyd, Orr and Robinson Stadium",55,14,52,6,28,7
2935,5375,2022-04-06,"Clarke, Brown and Burton Stadium",87,30,104,14,18,65
2936,4645,2024-05-10,"Sharp, Poole and Martin Stadium",13,12,4,8,14,61
2937,2844,2020-09-29,Mcmillan-Norton Stadium,75,14,120,11,7,56
2938,5795,2025-11-15,"Cox, Webb and Rogers Stadium",108,25,90,4,17,40
2939,8033,2022-11-02,Goodman-Aguirre Stadium,23,11,96,7,12,46
2940,5878,2025-06-29,"Smith, Johnson and Lopez Stadium",16,4,122,3,6,58
2941,6656,2021-10-17,"Allen, Mckinney and Brandt Stadium",144,5,69,4,28,6
2942,8912,2022-02-13,Webster-Hunter Stadium,93,19,198,2,14,11
2943,9972,2023-01-30,Bender Group Stadium,-5,2,119,10,7,35
2944,4040,2025-01-13,Greene LLC Stadium,79,16,186,6,21,8
2945,865,2025-03-04,Davenport-Grant Stadium,149,8,9,3,28,43
2946,3713,2025-07-25,Love Group Stadium,64,28,162,14,6,67
2947,9609,2023-11-06,Smith PLC Stadium,80,11,136,4,14,67
2948,9621,2023-07-31,Cole-Freeman Stadium,125,12,125,2,21,59
2949,9030,2023-08-03,Cox-Jones Stadium,97,23,32,3,6,16
2950,1755,2024-02-24,"Bell, Perez and Brown Stadium",33,19,4,0,28,11
2951,9690,2026-04-07,Brooks-Hall Stadium,129,11,58,8,12,64
2952,4983,2025-11-06,"Ho, Kaiser and Wells Stadium",57,27,147,5,12,4
2953,8795,2024-08-07,Olson LLC Stadium,0,3,5,6,21,54
2954,3402,2020-03-09,Lloyd PLC Stadium,112,8,63,1,3,6
2955,5672,2022-12-23,Hooper-Reyes Stadium,76,20,23,2,6,38
2956,8775,2021-08-30,Kim Group Stadium,92,3,137,11,0,35
2957,9781,2022-01-04,Lopez and Sons Stadium,-2,23,58,8,3,30
2958,3223,2022-06-19,Ryan Group Stadium,126,11,170,14,0,65
2959,1120,2022-05-07,Farley-Ray Stadium,62,19,14,15,12,41
2960,1768,2022-03-30,Hawkins Inc Stadium,72,17,49,2,24,34
2961,8586,2023-11-02,"Webster, Trujillo and Smith Stadium",33,16,98,2,7,3
2962,8665,2021-11-03,Harris Ltd Stadium,2,26,44,15,18,58
2963,7080,2022-03-25,Jones-Richards Stadium,44,6,11,15,3,17
2964,8701,2022-07-20,"Oconnor, Rodriguez and Payne Stadium",54,11,55,3,7,7
2965,2721,2021-10-29,Taylor-Wright Stadium,46,2,23,0,0,46
2966,9929,2022-01-23,Bell LLC Stadium,135,4,5,3,3,67
2967,2032,2020-01-31,Dixon-Black Stadium,27,18,146,12,21,79
2968,5644,2025-02-23,Myers-Allen Stadium,-5,26,42,4,28,80
2969,6162,2024-04-22,"Flynn, Barnes and Carrillo Stadium",112,17,40,0,28,42
2970,6570,2024-10-26,Rogers-Villarreal Stadium,7,2,71,7,6,51
2971,3729,2025-03-16,Allison-Hogan Stadium,108,11,16,6,3,39
2972,7590,2022-08-19,Brown-Garcia Stadium,122,9,169,11,17,21
2973,1359,2020-10-21,Peterson PLC Stadium,100,6,31,5,18,38
2974,8775,2022-01-06,"Vasquez, King and Carlson Stadium",36,28,160,9,14,29
2975,5503,2023-09-08,Benson Ltd Stadium,106,21,145,12,24,10
2976,6465,2024-02-22,Yang-Riggs Stadium,25,6,194,10,3,24
2977,6019,2021-02-11,Brown-Roberts Stadium,85,18,24,4,28,5
2978,8757,2026-02-08,Trujillo-Smith Stadium,150,28,24,6,0,24
2979,5143,2024-04-10,Pierce and Sons Stadium,27,22,87,13,6,20
2980,9933,2025-11-02,Evans Inc Stadium,26,14,164,14,24,39
2981,2505,2021-08-21,Turner PLC Stadium,115,5,73,15,6,57
2982,1635,2021-01-09,"Lopez, Lozano and Graves Stadium",84,30,94,8,17,4
2983,5051,2023-02-18,"Richards, Lawrence and Rodriguez Stadium",19,6,140,0,17,4
2984,2549,2020-07-24,"Duran, Shah and Harrison Stadium",125,30,11,9,7,5
2985,409,2021-07-05,"Obrien, Cooper and Ware Stadium",138,17,177,14,14,49
2986,8049,2024-07-10,"Walker, Williams and Orozco Stadium",73,17,148,6,6,25
2987,1056,2022-05-24,"Spence, Jones and Williams Stadium",21,2,59,2,12,36
2988,4018,2024-09-02,"Morris, Lewis and Smith Stadium",2,6,153,4,24,48
2989,2277,2021-11-09,"Rivera, Johnson and Ferguson Stadium",76,19,64,10,7,71
2990,5707,2022-10-08,Ferguson PLC Stadium,121,9,7,8,6,65
2991,6429,2022-01-15,"Rose, Craig and Adams Stadium",36,17,40,5,24,12
2992,8235,2023-10-25,Mason-Harrell Stadium,1,20,69,10,28,38
2993,7939,2020-08-05,Jones-Williams Stadium,86,16,53,7,0,37
2994,1901,2022-05-17,"Brown, Mann and Adams Stadium",99,7,156,7,14,9
2995,5583,2021-04-15,"Green, Clarke and Baxter Stadium",52,20,116,5,6,22
2996,497,2022-05-15,Jenkins and Sons Stadium,135,13,86,1,6,75
2997,4197,2023-01-20,Lynn PLC Stadium,132,23,98,9,6,4
2998,4656,2026-04-14,Patterson-Thomas Stadium,76,4,108,8,21,8
2999,7206,2023-08-11,Curtis-Sanchez Stadium,35,0,5,4,12,49
3000,9371,2024-12-06,Wallace-Hill Stadium,130,20,112,0,24,61
3001,8551,2026-01-03,"Day, Thomas and Cook Stadium",64,18,126,6,18,39
3002,7356,2020-12-26,Gibson-Anderson Stadium,8,15,40,11,21,34
3003,6598,2020-12-21,Ortiz-Jacobs Stadium,0,8,6,7,17,7
3004,1579,2022-11-02,"Hunt, Blevins and Woodard Stadium",61,1,147,15,12,6
3005,6512,2021-06-03,Rogers LLC Stadium,30,26,109,12,17,79
3006,6359,2024-11-19,"Richardson, Lara and Howe Stadium",137,12,50,15,28,57
3007,1804,2023-02-10,Smith-Brown Stadium,35,3,67,14,18,43
3008,6673,2023-11-13,Miller-Gross Stadium,133,19,84,5,6,64
3009,4900,2024-08-24,"Johnson, Walker and Meadows Stadium",117,5,77,10,6,46
3010,3835,2022-09-20,"Evans, Miller and Lynn Stadium",123,23,95,14,12,60
3011,8268,2020-05-27,Sanders-Brown Stadium,3,9,21,11,0,77
3012,6218,2025-09-15,"Hodge, Medina and Pratt Stadium",34,24,175,14,24,11
3013,9797,2025-06-09,"Rodriguez, Martin and Mcdaniel Stadium",93,10,38,12,24,32
3014,4209,2021-02-15,Schmidt and Sons Stadium,82,1,69,1,6,72
3015,8173,2020-10-22,Mclaughlin-Stein Stadium,72,2,108,0,3,73
3016,9193,2022-05-30,Contreras-Kennedy Stadium,117,2,123,13,17,29
3017,916,2025-01-27,Garrett PLC Stadium,38,10,80,14,18,38
3018,4145,2021-06-16,Rivas LLC Stadium,107,0,53,11,24,31
3019,6470,2026-02-27,"Preston, Gutierrez and Jones Stadium",12,1,12,14,28,64
3020,8698,2025-02-13,Keller-Fox Stadium,95,5,1,1,7,12
3021,7515,2025-06-11,Jacobs-Erickson Stadium,94,4,59,2,12,45
3022,2725,2020-09-15,Johnson-Hunter Stadium,62,23,180,9,12,18
3023,6949,2023-04-02,"Sanchez, Fowler and Escobar Stadium",-5,18,186,4,7,28
3024,8753,2022-06-10,"Johnson, Thomas and Fernandez Stadium",12,25,16,14,6,29
3025,5004,2024-01-25,"Rogers, Garcia and Mccormick Stadium",29,27,86,13,28,20
3026,7410,2020-08-10,"Ingram, Harmon and Russell Stadium",99,18,126,9,18,1
3027,7775,2022-09-07,Young LLC Stadium,5,13,23,6,24,43
3028,9907,2021-07-11,Clayton LLC Stadium,34,21,61,15,6,28
3029,9572,2022-11-22,Gordon-Cervantes Stadium,53,0,182,7,18,8
3030,3477,2023-05-02,"Schmidt, Williams and Stephenson Stadium",81,7,123,10,14,22
3031,8210,2024-07-11,Diaz Group Stadium,15,5,22,4,24,8
3032,5430,2020-09-21,Mcclain Group Stadium,80,29,9,12,17,22
3033,6634,2023-12-19,Rodriguez LLC Stadium,122,15,99,8,18,25
3034,796,2025-09-11,Bender-George Stadium,68,23,24,10,24,34
3035,7621,2023-11-25,"Fields, Ramos and Cook Stadium",129,14,84,14,18,53
3036,9717,2020-11-12,Barnes-Cox Stadium,129,30,14,0,28,21
3037,4999,2022-06-12,Smith-Thomas Stadium,96,21,198,15,6,73
